BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484081,MIDAMERICAN ENERGY,1/3/2017,1/24/2017,UTILITIES,167.29,2017,MIDAMERICAN ENERGY
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0491623,MIDAMERICAN ENERGY,1/24/2017,2/22/2017,UTILITIES,190.96,2017,MIDAMERICAN ENERGY
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0474623,MIDAMERICAN ENERGY,11/18/2016,12/21/2016,UTILITIES,218.57,2016,MIDAMERICAN ENERGY
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0484078,MIDAMERICAN ENERGY,12/21/2016,1/2/2017,UTILITIES,103.56,2017,MIDAMERICAN ENERGY
L000397,HON. ZOE LOFGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST CALIFORNIA,1/29/2017,2/28/2017,UTILITIES,143.49,2017,CITI PCARD-COMCAST CALIFORNIA
L000397,HON. ZOE LOFGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-PG&E/EZ-PAY,1/29/2017,2/28/2017,UTILITIES,1077.24,2017,CITI PCARD-PG&E/EZ-PAY
L000397,HON. ZOE LOFGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0499771,PACIFIC GAS & ELECTRIC COMPANY,2/13/2017,3/14/2017,UTILITIES,324.47,2017,PACIFIC GAS & ELECTRIC COMPANY
L000397,HON. ZOE LOFGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST CALIFORNIA,11/29/2016,12/28/2016,UTILITIES,143.52,2016,CITI PCARD-COMCAST CALIFORNIA
L000397,HON. ZOE LOFGREN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CALIFORNIA,12/29/2016,1/2/2017,UTILITIES,143.52,2017,CITI PCARD-COMCAST CALIFORNIA
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0475446,CABLE ONE INC,12/8/2016,1/7/2017,UTILITIES,176.66,2017,CABLE ONE INC
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/31/2017,AP,E0480891,CABLE ONE INC,1/8/2017,2/7/2017,UTILITIES,177.13,2017,CABLE ONE INC
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0482824,EMPIRE DISTRICT,12/5/2016,1/4/2017,UTILITIES,157.67,2017,EMPIRE DISTRICT
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0489650,CITY UTILITIES OF SPRINGFIELD MO,12/30/2016,2/1/2017,UTILITIES,469.84,2017,CITY UTILITIES OF SPRINGFIELD MO
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0492720,CABLE ONE INC,2/8/2017,3/7/2017,UTILITIES,174.35,2017,CABLE ONE INC
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0492723,EMPIRE DISTRICT,1/4/2017,2/4/2017,UTILITIES,188.74,2017,EMPIRE DISTRICT
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0500034,CABLE ONE INC,3/8/2017,4/7/2017,UTILITIES,183.49,2017,CABLE ONE INC
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0500018,CITY UTILITIES OF SPRINGFIELD MO,2/1/2017,3/3/2017,UTILITIES,398.21,2017,CITY UTILITIES OF SPRINGFIELD MO
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0473025,EMPIRE DISTRICT,11/3/2016,12/5/2016,UTILITIES,112.89,2016,EMPIRE DISTRICT
L000576,HON. BILLY LONG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478961,CITY UTILITIES OF SPRINGFIELD MO,11/29/2016,12/30/2016,UTILITIES,449.09,2016,CITY UTILITIES OF SPRINGFIELD MO
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0468755,COMCAST,12/6/2016,1/5/2017,UTILITIES,369.9,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/11/2017,AP,E0475319,COMCAST,12/20/2016,1/19/2017,UTILITIES,212.01,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478684,COMCAST,1/6/2017,2/5/2017,UTILITIES,374.11,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0481689,COMCAST,1/20/2017,2/19/2017,UTILITIES,214.07,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0488517,COMCAST,2/6/2017,3/5/2017,UTILITIES,467.56,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0490539,GEORGIA POWER,12/27/2016,1/27/2017,UTILITIES,141.49,2017,GEORGIA POWER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0490573,GEORGIA POWER,12/27/2016,1/27/2017,UTILITIES,178.35,2017,GEORGIA POWER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/10/2017,AP,E0493707,COMCAST,2/20/2017,3/19/2017,UTILITIES,204.44,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0496530,COMCAST,3/6/2017,4/5/2017,UTILITIES,374.11,2017,COMCAST
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498103,GEORGIA POWER,1/27/2017,2/27/2017,UTILITIES,144.8,2017,GEORGIA POWER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498111,GEORGIA POWER,1/27/2017,2/27/2017,UTILITIES,201.3,2017,GEORGIA POWER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0477717,GEORGIA POWER,11/27/2016,12/27/2016,UTILITIES,134.79,2016,GEORGIA POWER
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0477709,GEORGIA POWER,11/27/2016,12/27/2016,UTILITIES,193.93,2016,GEORGIA POWER
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0474976,COMCAST,12/7/2016,1/6/2017,UTILITIES,574.78,2017,COMCAST
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0476294,COMCAST,1/7/2017,2/6/2017,UTILITIES,574.78,2017,COMCAST
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0488526,COMCAST,2/7/2017,3/6/2017,UTILITIES,567.08,2017,COMCAST
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496513,COMCAST,3/7/2017,4/6/2017,UTILITIES,576.53,2017,COMCAST
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0479569,OPTIMUM,1/8/2017,2/7/2017,UTILITIES,195.17,2017,OPTIMUM
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0481861,ORANGE AND ROCKLAND UTILITES,12/19/2016,1/18/2017,UTILITIES,379.6,2017,ORANGE AND ROCKLAND UTILITES
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/21/2017,AP,E0488695,CABLEVISION,2/8/2017,3/7/2017,UTILITIES,195.14,2017,CABLEVISION
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491519,ORANGE AND ROCKLAND UTILITES,1/18/2017,2/15/2017,UTILITIES,371.9,2017,ORANGE AND ROCKLAND UTILITES
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498767,CABLEVISION,3/8/2017,4/7/2017,UTILITIES,195.11,2017,CABLEVISION
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0500116,ORANGE AND ROCKLAND UTILITES,2/15/2017,3/17/2017,UTILITIES,391.76,2017,ORANGE AND ROCKLAND UTILITES
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/4/2017,AP,E0474317,ORANGE AND ROCKLAND UTILITES,11/16/2016,12/19/2016,UTILITIES,321.21,2016,ORANGE AND ROCKLAND UTILITES
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484440,OG&E ELECTRIC SERVICES,12/30/2016,1/27/2017,UTILITIES,149.31,2017,OG&E ELECTRIC SERVICES
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484441,COX COMMUNICATIONS,1/17/2017,2/16/2017,UTILITIES,1064.99,2017,COX COMMUNICATIONS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0487625,OKLAHOMA NATURAL GAS,12/29/2016,1/30/2017,UTILITIES,117.64,2017,OKLAHOMA NATURAL GAS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/10/2017,AP,E0494640,OG&E ELECTRIC SERVICES,1/28/2017,2/27/2017,UTILITIES,176.36,2017,OG&E ELECTRIC SERVICES
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0495217,COX COMMUNICATIONS,2/17/2017,3/16/2017,UTILITIES,940.02,2017,COX COMMUNICATIONS
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0474931,OG&E ELECTRIC SERVICES,11/30/2016,12/29/2016,UTILITIES,162.91,2016,OG&E ELECTRIC SERVICES
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477942,OKLAHOMA NATURAL GAS,11/28/2016,12/29/2016,UTILITIES,119.29,2016,OKLAHOMA NATURAL GAS
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-SPEEDPAY-AMERENUE,1/29/2017,2/28/2017,UTILITIES,556.49,2017,CITI PCARD-SPEEDPAY-AMERENUE
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-CHARTER COMM,11/29/2016,12/28/2016,UTILITIES,971.06,2016,CITI PCARD-CHARTER COMM
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-MCC MEDIACOM,11/29/2016,12/28/2016,UTILITIES,103.17,2016,CITI PCARD-MCC MEDIACOM
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-SPEEDPAY-AMERENUE,11/29/2016,12/28/2016,UTILITIES,146.35,2016,CITI PCARD-SPEEDPAY-AMERENUE
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-SPEEDPAY-AMERENUE,12/29/2016,1/2/2017,UTILITIES,150.84,2017,CITI PCARD-SPEEDPAY-AMERENUE
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0479035,KYVON,1/1/2017,1/31/2017,UTILITIES,300,2017,KYVON
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0481414,GABELLO DOMINIC P.,12/19/2016,2/16/2017,UTILITIES,163.31,2017,GABELLO DOMINIC P.
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0479034,GABELLO DOMINIC P.,12/19/2016,12/19/2016,UTILITIES,124.33,2016,GABELLO DOMINIC P.
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,896934,CABLE ONE INC,12/23/2016,1/22/2017,UTILITIES,240.99,2017,CABLE ONE INC
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,901722,CABLE ONE INC,1/23/2017,2/22/2017,UTILITIES,240.99,2017,CABLE ONE INC
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,907122,CABLE ONE INC,2/23/2017,3/22/2017,UTILITIES,250.62,2017,CABLE ONE INC
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0486390,COMCAST,1/11/2017,2/10/2017,UTILITIES,232.14,2017,COMCAST
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0488721,COMCAST,2/11/2017,3/10/2017,UTILITIES,232.14,2017,COMCAST
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0498168,COMCAST,3/3/2017,4/2/2017,UTILITIES,321.14,2017,COMCAST
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0477633,COMCAST CORPORATION,12/16/2016,1/15/2017,UTILITIES,296.22,2017,COMCAST CORPORATION
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0481592,COMCAST CORPORATION,1/16/2017,2/15/2017,UTILITIES,299.79,2017,COMCAST CORPORATION
M000087,HON. CAROLYN B. MALONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0481750,CON EDISON,12/5/2016,1/4/2017,UTILITIES,251.59,2017,CON EDISON
M000087,HON. CAROLYN B. MALONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/8/2017,AP,E0485249,DISH NETWORK,2/10/2017,3/9/2017,UTILITIES,134.57,2017,DISH NETWORK
M000087,HON. CAROLYN B. MALONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0476170,DISH NETWORK,1/10/2017,2/9/2017,UTILITIES,129.57,2017,DISH NETWORK
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0475473,TIME WARNER CABLE,12/25/2016,1/24/2017,UTILITIES,259.01,2017,TIME WARNER CABLE
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/31/2017,AP,E0483042,TIME WARNER CABLE,1/25/2017,2/24/2017,UTILITIES,259.01,2017,TIME WARNER CABLE
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0492511,TIME WARNER CABLE,2/25/2017,3/24/2017,UTILITIES,259.01,2017,TIME WARNER CABLE
M001179,HON. TOM MARINO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/23/2017,AP,E0480096,ADAMS CABLE SERVICE,1/1/2017,1/31/2017,UTILITIES,685.44,2017,ADAMS CABLE SERVICE
M001179,HON. TOM MARINO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/23/2017,AP,E0480098,PPL ELECTRIC UTILITES CORPORATION,1/4/2017,2/3/2017,UTILITIES,280.02,2017,PPL ELECTRIC UTILITES CORPORATION
M001179,HON. TOM MARINO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/16/2017,AP,E0488371,PPL ELECTRIC UTILITES CORPORATION,1/4/2017,2/1/2017,UTILITIES,268.75,2017,PPL ELECTRIC UTILITES CORPORATION
M001179,HON. TOM MARINO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/17/2017,AP,E0496997,PENTELEDATA LP,2/24/2017,3/24/2017,UTILITIES,118.14,2017,PENTELEDATA LP
M001179,HON. TOM MARINO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0476186,COMCAST,12/14/2016,12/14/2016,UTILITIES,101.18,2016,COMCAST
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0491000,J & R LAND COMPANY LLP,1/10/2017,2/8/2017,UTILITIES,144.21,2017,J & R LAND COMPANY LLP
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/13/2017,AP,E0491008,CITY OF SALINA,1/4/2017,2/3/2017,UTILITIES,123.82,2017,CITY OF SALINA
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-CIN BELL ELEC PAY,1/3/2017,1/28/2017,UTILITIES,484.19,2017,CITI PCARD-CIN BELL ELEC PAY
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-CIN BELL ELEC PAY,1/29/2017,2/28/2017,UTILITIES,968.38,2017,CITI PCARD-CIN BELL ELEC PAY
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-TWC TIMEWARNERCABLE,1/29/2017,2/28/2017,UTILITIES,369.71,2017,CITI PCARD-TWC TIMEWARNERCABLE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-WSC WINDSTREAM PMTFEE,1/29/2017,2/28/2017,UTILITIES,148.12,2017,CITI PCARD-WSC WINDSTREAM PMTFEE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-CIN BELL ELEC PAY,11/29/2016,12/28/2016,UTILITIES,969.16,2016,CITI PCARD-CIN BELL ELEC PAY
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-TWC TIMEWARNERCABLE,11/29/2016,12/28/2016,UTILITIES,185.08,2016,CITI PCARD-TWC TIMEWARNERCABLE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-WSC WINDSTREAM PMTFEE,11/29/2016,12/28/2016,UTILITIES,147.95,2016,CITI PCARD-WSC WINDSTREAM PMTFEE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-WSC WINDSTREAM PMT&FEE,12/29/2016,1/2/2017,UTILITIES,147.95,2017,CITI PCARD-WSC WINDSTREAM PMT&FEE
M001199,HON. BRIAN J. MAST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0485644,FPL,1/11/2017,1/25/2017,UTILITIES,381.15,2017,FPL
M001199,HON. BRIAN J. MAST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0490085,AT & T,2/10/2017,3/9/2017,UTILITIES,557.84,2017,AT & T
M001165,HON. KEVIN MCCARTHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0492796,PACIFIC GAS & ELECTRIC COMPANY,12/28/2016,1/26/2017,UTILITIES,619.31,2017,PACIFIC GAS & ELECTRIC COMPANY
M001165,HON. KEVIN MCCARTHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484112,PACIFIC GAS & ELECTRIC COMPANY,11/29/2016,12/27/2016,UTILITIES,638.56,2016,PACIFIC GAS & ELECTRIC COMPANY
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0474665,TIME WARNER CABLE,12/7/2016,1/6/2017,UTILITIES,688.16,2017,TIME WARNER CABLE
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477203,TIME WARNER CABLE,1/3/2017,1/6/2017,UTILITIES,101.95,2017,TIME WARNER CABLE
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477204,SUDDENLINK,1/1/2017,1/31/2017,UTILITIES,111.16,2017,SUDDENLINK
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0479302,TIME WARNER CABLE,1/7/2017,2/6/2017,UTILITIES,790.11,2017,TIME WARNER CABLE
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0484659,RELIANT,12/27/2016,1/26/2017,UTILITIES,180.9,2017,RELIANT
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0485451,SUDDENLINK,2/1/2017,2/28/2017,UTILITIES,111.16,2017,SUDDENLINK
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0487570,TIME WARNER CABLE,2/7/2017,3/6/2017,UTILITIES,797,2017,TIME WARNER CABLE
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0490077,COMCAST,2/7/2017,2/6/2018,UTILITIES,991.65,2018,COMCAST
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0493813,RELIANT,1/26/2017,2/24/2017,UTILITIES,166.71,2017,RELIANT
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/13/2017,AP,E0495012,SUDDENLINK,3/1/2017,3/31/2017,UTILITIES,111.16,2017,SUDDENLINK
